"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"LITTLESTOWN AREA SD","PA","Littlestown","","","Y","K-12","Chromebook","district has a 1:1 Chromebook program with optional protection plan for elementary take-home use","https://www.lasd.k12.pa.us/page/technology","","4506","149","1","0","4213980"
"ALBION CENTRAL SCHOOL DISTRICT","NY","Albion","","","Y","6-12","Chromebook","district provides touchscreen Acer Chromebooks to all middle and high school students","https://www.albionk12.org/page/information-technology","","4507","149","1","0","3602520"
"NORTH HANOVER TOWNSHIP SCHOOL DISTRICT","NJ","Wrightstown","","","","","","no specific 1:1 program details found; district serves PreK-6 on Joint Base McGuire-Dix-Lakehurst","https://www.nhanover.com/","","4508","149","1","0","3411580"
"MIDDLESEX BOROUGH PUBLIC SCHOOLS","NJ","Middlesex","","","Y","K-12","Chromebook","all students receive a Chromebook for the academic year under a 1:1 Chromebook initiative","http://www.middlesex.k12.nj.us/msd/Parents/1:1%20Chromebook%20Initiative/","","4509","149","1","0","3410050"
"FREEHOLD BOROUGH PUBLIC SCHOOLS","NJ","Freehold","","","Y","","Chromebook","district has a Chromebook program referenced in school handbooks; no full 1:1 program details confirmed","https://www.freeholdboro.k12.nj.us/Domain/41","","4510","149","1","0","3405580"
"BUENA REGIONAL SCHOOL DISTRICT","NJ","Buena","","","","","","no specific 1:1 device program details found on district website","https://www.buenaschools.org/","","4511","149","1","0","3402400"
"BEATRICE PUBLIC SCHOOLS","NE","Beatrice","","","N","","Chromebook","district uses Chromebook carts in classrooms; no individual 1:1 assignment confirmed; shared model","https://www.beatricepublicschools.org/","","4512","149","1","0","3103600"
"SENATOBIA MUNICIPAL SCHOOL DIST","MS","Senatobia","","","","","","no specific 1:1 device program details found in search results","https://www.senatobiaschools.com/","","4513","149","1","0","2803930"
"FERGUS FALLS PUBLIC SCHOOL DISTRICT","MN","Fergus Falls","","","Y","","Chromebook","district has a 1:1 technology initiative with a dedicated Chromebooks page; device confirmed as Chromebook","https://www.fergusotters.org/resources/chromebooks","","4514","149","1","0","2711880"
"WILLOW RUN COMMUNITY SCHOOLS","MI","Ypsilanti","","","","","","no specific 1:1 device program details found; district located in Ypsilanti Township","https://www.ypsilanti.org/willow-run","","4515","149","1","0","2636450"
"PORTLAND PUBLIC SCHOOLS","MI","Portland","","","Y","K-12","Chromebook","all students receive a Chromebook or tablet in a 1:1 take-home program assigned in fall","https://www.portlandschools.org/department/technology/tech-handbook","","4516","149","1","0","2629120"
"PAOLA","KS","Paola","","","Y","","Chromebook","Paola USD 368 has 1:1 information technology resources with Chromebook information page confirmed","https://www.usd368.org/vnews/display.v/SEC/Parents%20&%20Students%7CChromebook%20Information","","4517","149","1","0","2010500"
"FORT MADISON COMM SCHOOL DISTRICT","IA","Fort Madison","","","Y","","Chromebook","district uses Chromebooks per Chromebook Care and Use Policy Guide; full 1:1 scope not confirmed","https://www.fmcsd.org/","","4518","149","1","0","1911850"
"NORTH MONTGOMERY COM SCH CORP","IN","Crawfordsville","","","Y","K-12","Mixed","district uses Chromebooks for grades 3-12 and iPads for grades K-2 in a 1:1 blended initiative","https://www.nm.k12.in.us/departments/technology/11-device-initiative","","4519","149","1","0","1807900"
"BROWN COUNTY SCHOOL CORPORATION","IN","Nashville","","","","","","no specific 1:1 device program details found for Brown County School Corporation Indiana","https://www.browncountyschools.com/","","4520","149","1","0","1800960"
"BACON COUNTY","GA","Alma","","","","","","no specific 1:1 device program details found; district serves ~2111 students in Alma GA","https://www.bcraiders.com/","","4521","149","1","0","1300150"
"HUGHSON UNIFIED","CA","Hughson","","","Y","6-12","Chromebook","district provides Chromebooks to all 6th-12th grade students; designated Google Reference District","https://hughsonschools.org/en-US/technology-c1791e8c","","4522","149","1","0","0600060"
"TALLASSEE CITY","AL","Tallassee","","","","","","no specific 1:1 device program details found in search results for Tallassee City Schools","https://www.tcschools.com/","","4523","149","1","0","0103240"
"CLAY COUNTY","AL","Ashland","","","Y","K-12","iPad","district announced all students K-12 will receive their own iPad starting in 2025-26 school year","https://www.claycoboe.org/technology-6ca13377","","4524","149","1","0","0100750"
"RICE LAKE AREA SCHOOL DISTRICT","WI","Rice Lake","","","","","","no specific 1:1 device program details found; district website found but no device program page confirmed","https://www.ricelake.k12.wi.us/","","4525","148","1","0","5512810"
"LAMESA ISD","TX","Lamesa","","","","","","no specific 1:1 device program details found; district has technology support resources listed","https://www.lamesaisd.net/","","4526","148","1","0","4826610"
"HARDIN-JEFFERSON ISD","TX","Sour Lake","","","Y","","Chromebook","district has a Chromebook program; devices remain property of HJISD per enrollment documentation","https://www.hjisd.net/","","4527","148","1","0","4822410"
"ARANSAS PASS ISD","TX","Aransas Pass","","","","","","no specific 1:1 device program details found; district serves over 1600 students on four campuses","https://www.apisd.org/","","4528","148","1","0","4808580"
"CENTRAL GREENE SD","PA","Waynesburg","","","","","","no specific 1:1 device program details found; district website found at cgsd.org","https://www.cgsd.org/","","4529","148","1","0","4205430"
"BEAVER AREA SD","PA","Beaver","","","Y","","Chromebook","district has a One2One Chromebook device program with optional protection plan for families","https://ihs.basdk12.org/resources/one2one-device-protection-program","","4530","148","1","0","4203120"
"WAVERLY CITY","OH","Waverly","","","Y","K-12","","district has 100% 1:1 technology initiative; specific device type not confirmed in search results","https://www.waverly.k12.oh.us/","","4531","148","1","0","3904914"
"BEAVER LOCAL","OH","East Liverpool","","","","","","no specific 1:1 device program details found; district website found at beaver.k12.oh.us","https://www.beaver.k12.oh.us/","","4532","148","1","0","3904642"
"CLINTON-MASSIE LOCAL","OH","Clarksville","","","","","","no specific 1:1 device program details found; district located in Clarksville Ohio","https://cmfalcons.org/en-US","","4533","148","1","0","3904639"
"CHAGRIN FALLS EXEMPTED VILLAGE","OH","Chagrin Falls","2014","","Y","K-12","Chromebook","district launched 1:1 Chromebook initiative in 2014; every student assigned a Chromebook","http://www.chagrin-falls.k12.oh.us/","","4534","148","1","0","3904528"
"RED HOOK CENTRAL SCHOOL DISTRICT","NY","Red Hook","","","","","","no specific 1:1 device program details found; district serves PK-12 in Red Hook NY","https://www.redhookcentralschools.org/","","4535","148","1","0","3624240"
"PHOENIX CENTRAL SCHOOL DISTRICT","NY","Phoenix","","","Y","","Chromebook","district uses Chromebooks per references in school communications; no formal 1:1 launch details found","https://www.phoenixcsd.org/home","","4536","148","1","0","3622920"
"HAMPTON BAYS UNION FREE SCHOOL DISTRICT","NY","Hampton Bays","","","","","","no specific 1:1 device program details confirmed; district has technology department page","https://www.hbschools.us/departments/technology","","4537","148","1","0","3613530"
"ARDSLEY UNION FREE SCHOOL DISTRICT","NY","Ardsley","","","Y","K-12","Chromebook","district provides school-issued Chromebook upon request with shared iPad carts for classroom use","https://www.ardsleyschools.org/departments/technology","","4538","148","1","0","3603180"
"UPPER SADDLE RIVER SCHOOL DISTRICT","NJ","Upper Saddle River","","","","","","no specific 1:1 device program details found; district serves PreK-8 in Bergen County NJ","https://www.usrschoolsk8.com/","","4539","148","1","0","3416620"
"NEW MILFORD SCHOOL DISTRICT","NJ","New Milford","","","Y","1-12","Chromebook","district has 1:1 Chromebook program for grades 1-12 with optional insurance protection plan","https://www.nmpsd.org/central-office/data-and-technology/chromebook-insurance","","4540","148","1","0","3411280"
"REEDS SPRING R-IV","MO","Reeds Spring","","","Y","7-12","Laptop","district launched 1:1 program with Lenovo ThinkPad X230t convertible devices starting at high school then extending to middle school","https://www.rs-wolves.com/","","4541","148","1","0","2926160"
"POPLARVILLE SEPARATE SCHOOL DIST","MS","Poplarville","","","Y","","Chromebook","Chromebook RFP posted in June 2015 suggesting Chromebook procurement; no full 1:1 details confirmed","https://poplarvilleschools.org/2015/06/08/chromebook-rfp-june-2015/","","4542","148","1","0","2803720"
"PENNFIELD SCHOOLS","MI","Battle Creek","","","","","","no specific 1:1 device program details found; district located in Battle Creek Michigan","https://www.pennfield.net/","","4543","148","1","0","2627810"
"MT. MORRIS CONSOLIDATED SCHOOLS","MI","Mount Morris","","","N","","Mixed","district has computer labs and iPad and Chromebook mobile carts; shared model not 1:1","https://www.mtmorrisschools.org/District/1177-Welcome.html","","4544","148","1","0","2624720"
"LUDINGTON AREA SCHOOL DISTRICT","MI","Ludington","","","","","","no specific 1:1 device program details found; district serves ~2063 students in Ludington MI","https://www.ludingtonasd.org/","","4545","148","1","0","2622200"
"BULLOCK CREEK SCHOOL DISTRICT","MI","Midland","","","","","","no specific 1:1 device program details found; district contact is bcreek.k12.mi.us","https://www.bcreek.k12.mi.us/","","4546","148","1","0","2607320"
"TYNGSBOROUGH","MA","Tyngsborough","","","N","9-12","","district operates a BYOD program at high school rather than a district-issued 1:1 device program","https://ths.tyngsboroughps.org/en-US/byod-8f778ba5","","4547","148","1","0","2511760"
"RSU 13","ME","Rockland","","","Y","5-12","iPad","district participates in MLTI program for grades 5-12; Apple device accounts indicate iPad or MacBook use","https://www.rsu13.org/central_office/technology","","4548","148","1","0","2314787"
"CITY OF BAKER SCHOOL DISTRICT","LA","Baker","","","","","","no specific 1:1 device program details found; district serves ~1047 students in Baker Louisiana","https://www.bakerschools.org/","","4549","148","1","0","2200040"
"SPRING HILL","KS","Spring Hill","","","Y","","Chromebook","district issues Chromebooks to students with required orientation before device distribution","https://www.usd230.org/","","4550","148","1","0","2011850"
"BLACKFORD COUNTY SCHOOLS","IN","Hartford City","","","","K-12","Chromebook","district uses Chromebooks for eLearning days and virtual instruction; no confirmed formal 1:1 launch year found","https://www.bcs.k12.in.us/","","4551","148","1","0","1800570"
"MURPHYSBORO CUSD 186","IL","Murphysboro","","","","","","district emphasizes technology integration and cloud-based learning; no specific 1:1 launch details found","https://www.cusd186.org/en-US","","4552","148","1","0","1727610"
"COLUMBIA CUSD 4","IL","Columbia","","","","","","district website found; no specific 1:1 device program details confirmed in search results","https://www.columbia4.org/en-US","","4553","148","1","0","1710740"
"NIPPERSINK SD 2","IL","Richmond","","","","","","district has technology fee for grades 1-5 suggesting device use; no confirmed 1:1 launch details found","https://www.nippersinkdistrict2.org/","","4554","148","1","0","1700222"
"MOTHER LODE UNION ELEMENTARY","CA","Shingle Springs","","","","","Chromebook","district distributed Chromebooks to ~75% of students during COVID-19; no formal pre-pandemic 1:1 program confirmed","https://www.mlusd.net/","","4555","148","1","0","0625980"
"LAKESIDE UNION","CA","Lakeside","","","Y","","iPad","district appears to use iPads for student devices based on parent resource references; no formal 1:1 launch year found","https://www.lakeside.k12.ca.us/","","4556","148","1","0","0620730"
